decade,year,web_url,term,headline_russell
1900,1902.0,https://query.nytimes.com/gst/abstract.html?res=9403EFD81E3DEE32A25753C1A9649D946397D6CF,president wilson,NEW IDEAS FOR PRINCETON; President Wilson Tells of the Needs of the University.
1900,1902.0,https://query.nytimes.com/gst/abstract.html?res=9903E1DB113DEE32A25751C0A96E9C946397D6CF,president wilson,PRESIDENT WILSON IN OFFICE.; The New Head of Princeton Takes Up the Duties Dropped by Dr. Patton.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9B00EEDF153FE433A25750C0A9649D946097D6CF,austrian,"GERMAN-AUSTRIAN DIFFICULTY.; The German Consul Leaves Lemberg, Galicia, on Account of the Polish Hostility to Him."
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=990CE6D6153FE433A25755C0A9649D946097D6CF,austrian,NO AUSTRIAN-RUSSIAN FRICTION.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9E03EFDA1E39EF32A2575BC2A9649D946097D6CF,austrian,Austrian Emperor Punishes Gamblers.
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9802E4D81431E733A25752C3A9679C946497D6CF,harding,"FORAKER AGAIN HERRICK.; Will Support Harding for Governor of Ohio, If Contest Comes."
1900,1907.0,https://query.nytimes.com/gst/abstract.html?res=9E03EFDB133EE033A25755C0A9609C946697D6CF,kellogg,CONFERENCES ON HARRIMAN.; Kellogg and Cabinet Members Talk with the President.
1900,1907.0,https://query.nytimes.com/gst/abstract.html?res=9903E2D7143EE733A25754C1A96F9C946697D6CF,kellogg,"ARREST RUSSELL FROST, JR.; Youth Drove Auto That Killed Martin Kellogg -- Had No License."
1900,1907.0,https://query.nytimes.com/gst/abstract.html?res=9C03EEDC173EE033A25753C1A9649D946697D6CF,kellogg,KELLOGG FAINTS AT DINNER.; Government's Prosecutor Falls While Talking on Roosevelt.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9506E3D71339E333A25754C2A96E9C946297D6CF,dawes,STANLEY INVOLVED IN INDIAN LAND SCANDAL; Was Only Dawes Commissioner Not Originally Implicated. Commission Run as Annex to Land Company -- Now Said to be Difficult to Remove the Offenders.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9C01E3D71339E333A25754C2A96E9C946297D6CF,dawes,BIXBY REPLIES TO CHARGES.; Head of Dawes Commission Says He Had a Right to Hold Stock in Trust Companies.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9803E5D71339E333A25757C2A96E9C946297D6CF,dawes,DAWES COMMISSION MAY BE REMOVED; Reported That the President Is About to Take That Action. Mr. Hitchcock Has Notified Interior De- partment Officials to Stop Trading in Indian Lands or Resign.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9501E2D71631E733A25752C2A9679D946797D6CF,mellon,"GOVERNMENT INDORSES STANDARD OIL RIVAL; Secretary Hitchcock Says Mellon Project Is ""Good, Clean."" PIPE LINE IN SOUTHWEST $7,000,000 Conduit Will Be Built at Once -- Oil Trust to be Kept Out."
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9B03E3DD103EE733A25750C1A9679C946797D6CF,mellon,PITTSBURG LEADER OWNERS.; Newspaper Was Purchased by H.C. Frick and A.W. Mellon.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9A0CEFD6143DE433A25752C2A9639C946097D6CF,byrd,Byrd Syndicate Gets Texas Oil Land.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=950DE3D71F3DE633A25750C1A9619C946797D6CF,reparation,DREYFUS CLEARED AFTER 12 YEARS; Court of Cassation Finds Charges All False. REPARATION TO BE SWIFT Ex-Captain to Enter Army as a Major. HIGH RANK FOR PICQUART Defender of Dreyfus to be a General -- Plan to Remove Zola's Body to the Pantheon.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9C06E1DD1F3EE733A25756C0A96E9C946797D6CF,reparation,DROP THE DOUGLAS CASE.; British Authorities Will Not Seek Reparation for His Arrest.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=950DE6DD1339E733A2575AC0A9659C946197D6CF,transit,PIPE GALLERIES IN THE BIG TUNNEL; Rupid Transit Officials Say Now Is the Time for Construction. ACTION BY THE CITY NEEDED Would Be a Source of Profit to the Municipality and Would Save the Tearing Up of Streets.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9403E7DB143DE433A25756C1A9639C946197D6CF,transit,ST. LOUIS STREET CAR STRIKE.; Men on the Suburban Return to Work To-day -- Transit Company Trouble May Be Settled Soon.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9901E1DE133EE333A25754C1A96F9C946197D6CF,transit,"EXPRESS COMPANY TO PAY LOSS.; Will Make Good The'ft of $20,000 in Transit to Burlington Bank."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9404E6D7103AE733A25750C2A96F9C946497D6CF,seabury,"CITIZENS' UNION BACK IN THE FUSION FOLD; Will Urge Littleton Against Ford and Seabury. CUTTING IN A GOOD HUMOR Plenty of Men, He Says, When Asked About a Candidate; There's Plunkitt Out of a Job."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9C07EED6133EE733A25754C1A96F9C946497D6CF,seabury,"GAYNOR'S STATEMENT; HE'S NOT A CANDIDATE; Withholds Direct Answer Whether He Would Take Nomination. FUSION LEADERS IN DOUBT Littleton, Swanstrom, Ford, and Seabury Among the Possibilities Now Discussed for Mayor."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=950DE4DE1330E132A25755C2A96F9C946497D6CF,seabury,"CITIZENS' UNION NAMES ROBERT GRIER MONROE; Won't Have Ford and Won't Fuse Unless Jerome Is Indorsed. OBJECTS TO SEABURY, TOO Conferrees Adjourn Until To-morrow to Think Over the Conditions -- Littleton Declines to Run. CITIZENS' UNION NAMES ROBERT GRIER MONROE"
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9B01E2DA1139E733A25751C2A9609C946097D6CF,landon,EDGAR A. SPENCER NAMED.; Nominated by Republicans to Succeed Justice Judson S. Landon of the Supreme Court.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9403E6D6143FE433A2575AC0A9679D946097D6CF,landon,JUSTICE LANDON TO RETIRE.; Will Leave Court of Appeals Bench Jan. 1 on Account of Age Limit.
1900,1902.0,https://query.nytimes.com/gst/abstract.html?res=9A07EFD8173BE733A25754C1A9639C946397D6CF,madrid,SPAIN'S YOUNG KING TO BE CROWNED TO-DAY; Streets and Houses of Madrid Beautifully Decorated. The King Invested with a Number of Foreign Orders Yesterday -- Banquet at the Palace.
1900,1902.0,https://query.nytimes.com/gst/abstract.html?res=9A02E1DF1030E733A2575BC2A9619C946397D6CF,madrid,LARGE ORDER FROM SPAIN.; Chicago Houses to Furnish Machinery for Arsenal and Large Brick Factory Near Madrid.
1900,1902.0,https://query.nytimes.com/gst/abstract.html?res=9905E5DE113BE733A2575AC1A9639C946397D6CF,madrid,THE MADRID FESTIVITIES.; Two Bullfights Yesterday -- Gala Opera at the Royal Theatre -- The King's Address to the Army and Navy.
1900,1909.0,https://query.nytimes.com/gst/abstract.html?res=9C0DE0DC153EE733A2575BC1A9649C946897D6CF,unemployment,"LONDON LIFE MAKES RACE DEGENERATE; Conditions Cause Moral and Physical Enfeeblement, Says Royal Commission. DEBATE ON UNEMPLOYMENT House of Commons Votes Down Motion to Condemn Government for Inadequacy of Relief Proposals."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9C0DE2D8163EE733A2575BC0A9669D946497D6CF,farley,NEW POST FOR MGR. FARLEY?; Appointment as Delegate to Cuba Urged -- May Lead to Red Hat.
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9C05E6DA103AE733A25750C1A96E9C946497D6CF,farley,Archbishop Farley to Visit in Canada.
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9401E7DF173DE733A25750C0A9659C946497D6CF,farley,"400 STRIKE BREAKERS FOR SUBWAY, MAYBE; Men Sent from Chicago Said to be Hired for Interborough. EMPLOYES FRAME DEMANDS While Farley Ships Men Here from the West, Men Here Approve Leaders' Programme."
1900,1909.0,https://query.nytimes.com/gst/abstract.html?res=9D03E2D81031E733A25756C2A9649C946897D6CF,opa,POCKETS BULGE WITH OPALS.; Edgar Park Dazzles Philadelphia and Gives Many Stones Away.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9E07E5DE1F3BEE33A2575BC2A9679D946297D6CF,cio,"A JEWEL BRINGS L6,500.; Antique Ornament of Enamel and Pre- cious Stones Sold at Auction in London."
1900,1909.0,https://query.nytimes.com/gst/abstract.html?res=9F07E6DF1438E033A25756C1A96E9C946897D6CF,red army,RED ARMY LANDS TO ATTACK BOSTON; Encamps on Outskirts of New Bedford and Prepares to Move on City's Blue Defenders. MAY BEGIN BATTLE TO-DAY Auto Pack Train from Pennsylvania Held Up by Providence Police for 17 Hours for Fast Driving.
1900,1909.0,https://query.nytimes.com/gst/abstract.html?res=9A04E1D6143DE733A2575AC1A96E9C946897D6CF,red army,BOSTON AT MERCY OF THE RED ARMY; Defenders Retreat in Demoralized Fashion and Gen. Bliss Can Capture the City. WAR GAME MAY END TO-DAY Soldiers Will be Glad Because of Service Experiences -- Many Sick Men in the Hospitals.
1900,1902.0,https://query.nytimes.com/gst/abstract.html?res=990DE7DF1530E733A25753C2A9679C946397D6CF,axis,"TO DETERMINE POLAR AXIS.; Prof. A.S. Chessin's Discovery, the Gyroscope, Aimed at This End."
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9C04E7DB103DE633A25751C1A9649C946597D6CF,byrnes,WEDDING FOLLOWS FUNERAL.; Priest Who Sung Mass for James Byrnes Celebrates Granddaughter's Marriage.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9E0DE5D71E3AE733A25754C0A9659C946597D6CF,palestine,"JERUSALEM'S RULER COMING.; Keazim Bey, Governor of Palestine, to Visit St. Louis Fair."
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9805E0D9103BE631A2575BC2A9659C946597D6CF,palestine,MRS. LEWIS R. PATON KILLED.; Wife of Hartford Professor Thrown from Her Horse in Palestine.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9506E5D8103DE633A25756C2A9659C946597D6CF,sunk,JAPANESE MAY HAVE SEALED PORT ARTHUR; Togo Said to Have Sunk Seven Ships in Harbor's Mouth. BOMBARDMENT HID MOVE. Three Thousand Officers and Men Volunteered to Man Vessels -- Togo Reports Fleet Unscathed by Russian Fire.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9D02E6D81E3AE733A25756C2A9649C946597D6CF,sunk,TOGO MAKES HOBSON ATTACK ON RUSSIANS; Vessels Sunk In Effort to Bottle Up Port Arthur Fleet. SQUADRON RAISES BLOCKADE Japanese Ships Sail Toward Home -- Russians Declare the Plan Failed -- Warships Reported Sunk.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9807E5DE113DE633A25755C0A9609C946597D6CF,sunk,BARGE SUNK BY STEAMSHIP.; Water-Tight Compartments Save Tallahassee After Collision.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9803EFDE1E3EE733A25752C1A9609C946797D6CF,meat,WORKERS' BEST FRIENDS ARE CORPORATIONS---DAY; Chancellor of Syracuse University Denounces Meat Agitation. ASSAILS THE PRESIDENT Protests Against Coercion of Congress by Appeals to Popular Passion with Aid of Yellow Press. WORKERS' BEST FRIENDS ARE CORPORATIONS --- DAY
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=990CEED9113AE733A2575BC1A9619C946797D6CF,meat,200 SAILORS ILL ON MEAT.; Bluejackets on Battleship Illinois Stricken with Ptomaine Poisoning.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=990DE1DF1531E733A25752C3A9639C946797D6CF,meat,MEAT AGITATION IN PARIS.; French League and Packers Would Have Chicago Products Barred.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9506E3DA1E3BE631A2575BC0A9639C946597D6CF,dulles,"WALL STREET'S DULLEST DAY.; 40,000 Shares Sold on the Stock Exchange -- Coffee Brokers Play Checkers."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9F05E0D8133AE733A25756C1A9629C946497D6CF,formosa,CLASH OF BIG FLEETS NOW HOURLY EXPECTED; St. Petersburg Believes It Will Take Place Off Formosa. HOSPITAL SHIP LEAVES SAIGON The Orel Had No Wounded Aboard -- Delivered and Received Dispatches at French Port.
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9E0CEFDE173DE733A25754C1A9629C946497D6CF,formosa,SEASON AGAINST RUSSIAN SHIPS.; Fogs Prevalent Around Formosa at This Time of the Year.
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9500EFDC173DE733A25756C2A9639C946497D6CF,formosa,TOGO'S DEFEAT RUMORED.; Unconfirmed Report in Manila of a Battle South of Formosa.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9F00E7DA163FE433A25754C0A9619C946197D6CF,stevenson,ADLAI E. STEVENSON FOR VICE PRESIDENT; The Illinois Candidate Nominated on the First Ballot. MR. HILL REFUSES THE HONOR Takes the Platform to Stop Movement Started by Tammany. After His Refusal 200 Votes Were Cast for Him -- Four Other Candidates Presented -- J. Hamilton Lewis Withdraws.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9E03E0DE1039E733A25752C1A9619C946197D6CF,stevenson,"BRYAN BEGINS CAMPAIGN; Addresses Two Ratification Meetings at Lincoln, Neb. SAYS NOTHING ABOUT SILVER The Cause of the Filipino, He Adds, Is the Cause of 70,000,000 Americans -- Praises Stevenson."
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9B0DE6D9143DE433A2575AC0A96E9C946197D6CF,stevenson,MR. BRYAN ON HIS PROSPECTS.; Says Democrats Control the Large Cities and Are In Much-Better Position Than in 1896. BRIAN AND STEVENSON FORMALLY NOTIFIED
1900,1907.0,https://query.nytimes.com/gst/abstract.html?res=9D03E0DF1E3AE733A25757C1A96E9C946697D6CF,harriman,RESULT OF HARRIMAN'S TRIP.; Union Pacific May Establish Its Own Rail Mill at Laramie.
1900,1907.0,https://query.nytimes.com/gst/abstract.html?res=9806E0DB103EE033A25754C1A9669D946697D6CF,harriman,NO VOTE TAKEN ON ILLINOIS DIRECTORS; Committee Unable to Finish Work on Proxies in Fish-Harriman Fight. ADJOURN TO THIS MORNING Harahan Resents Fish's Greeting and Throws Down Hand -- Stockholder Wins Tilt with Attorney Cromwell.
1900,1907.0,https://query.nytimes.com/gst/abstract.html?res=9D02E7D7143EE733A25750C1A96E9C946697D6CF,harriman,HARRIMAN'S SON FAINTS.; Falls in Church and Is Unconscious for an Hour.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9B0CE7DC113DE633A2575AC1A9619C946597D6CF,suez,"BRITISH WARSHIPS TO HALT RUSSIANS; Strong Mediterranean Fleet Ordered to Suez Canal. TWO CRUISERS TO RED SEA These Waters Were Scene of Detention of British Ships. WILL GUARD DARDANELLES, TOO Russia Will Not Be Permitted to Pass Disguised Warships Through -- Germany Protests to the Czar."
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9801E2DB1130E333A25751C0A9619C946597D6CF,suez,"W.H. ELLIS SILENT.; Seen at Suez, Says He Has No Information as to F. Kent Loomis."
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9802E5DB1F3AE733A25753C2A9619C946597D6CF,suez,"BRITISH SHIPS TO FREE THE MALACCA; Belief that Russia Will Have to Give Up Prize. CRUISERS WILL MEET HER Two Vessels from Mediterranean Squadron Ordered to Port Said. CANAL AND RED SEA GUARDED English Warships at Alexandria, Suez, and Aden -- Russian Ships Regarded as Pirates."
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9D00E5D6133DEE32A25751C0A9679C946097D6CF,mccarthy,MRS. McCARTHY 107 YEARS OLD.; Connecticut Woman Remembers Clearly Events of Her Childhood.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9805E0DB1130E132A25751C0A9669D946097D6CF,mccarthy,"A WOUNDED MAN'S WALK.; Shot Near the Heart, James McCarthy Proceeds Several Miles to Se- cure Surgical Aid."
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9901E5DE133EE333A25755C1A96F9C946197D6CF,president johnson,"PRESIDENT JOHNSON RELEASED.; Fine Is Paid, but He Will Sue for False Imprisonment."
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9905EFDB113EE733A2575BC1A9629C946797D6CF,congo,LOBBYING FOR THE CONGO.; Consul General Whiteley's Effort to Prevent Investigation.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9802E5DE1531E733A25751C1A96F9C946797D6CF,congo,MORGAN IN CONGO RUBBER.; Is Said to be Planning a Syndicate to Take Over Concessions.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9C02E3DE1731E733A25756C1A9649D946797D6CF,congo,BELGIUM TO ANNEX CONGO.; The Chamber Accepts the Terms of King Leopold's Will.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9D00E6D81239E733A2575BC2A9679C946197D6CF,rusk,EUROPE AFRAID TO ATTACK BRITAIN; Consequences That Would Follow Her Downfall Realized. THE GOVERNMENT IS SAFE But the Parliamentary Session Promises to be Stormy. Disgust at Mr. Chamberlain's Subserviency to Rhodes and Beit -- Ruskin's Popularity Less Great Than Supposed.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=990DE5D71530E132A25751C2A9649C946597D6CF,dominican,DOMINICAN REBELS BEATEN.; After Two Days' Battle Government Troops Raise Santo Domingo Siege.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9A00EEDA103BE631A25751C0A9659C946597D6CF,dominican,SEIZE AMERICAN TUGBOAT.; Dominican Rebels Make Warship of Clyde Line Craft.
1900,1904.0,https://query.nytimes.com/gst/abstract.html?res=9501E0DA103BE631A25752C0A9659C946597D6CF,dominican,MORALES BUYS GUNBOAT.; Dominican Government Also Gets Rifles and Ammunition from Venezuela.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9506E1DA1339E333A25750C1A9619C946297D6CF,negro,"JUDGE SCORES ALABAMA JURY.; Will Perjure Themselves If They Acquit Defendant in Negro Peonage Case, He Says."
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9D0DE1D71339E333A2575AC2A96E9C946297D6CF,negro,VARDAMAN ELECTED GOVERNOR; Mr. Roosevelt's Race Policy Gives Victory in Mississippi to Anti-Negro Faction.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=980CE3D61039E333A25750C1A9649D946297D6CF,negro,"NEGRO AT HANNA DINNER; Georgia Committeeman Attends the Function in Washington. Several Southern Members Stay Away, and Mr. Robinson of North Carolina Leaves the Room."
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9F07E7D91339E733A25756C0A9629C946197D6CF,lindsay,WILL PRACTICE LAW HERE.; Senator Lindsay of Kentcky to Join New York Firm.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9E0DE6DC1039E733A25757C1A96E9C946197D6CF,lindsay,"STUBBORN FIRE AT SEA IN THE CYMRIC'S HOLD; Officers and Crew Fight the Flames for Thirty-six Hours. OVERCOME BY CHLORINE GAS Coolness of Capt. Lindsay and His Men Averts a Panic -- Small Damage to Cargo, None to Ship."
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=950CE4DB133EE333A2575AC1A9669D946197D6CF,lindsay,LINDSAY LEAVES HIS PARTY.; Senator from Kentucky Comes Out for McKinley -- Says Democrats Plan to Steal the State.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9C0DE5D91E30E733A25751C0A9629C946297D6CF,mcgovern,MR. ROOSEVELT AND PUGILISM.; The President at an Early Hour Asked for Information About the McGovern-Corbett Fight.
1900,1903.0,https://query.nytimes.com/gst/abstract.html?res=9B04E2D91E30E733A25750C0A9629C946297D6CF,mcgovern,SALMON TRUST RECEIVERSHIP.; Petition Filed by John Cudahy Asking for the Removal of Thomas E. McGovern.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9F01EEDF153FE433A25750C0A9649D946097D6CF,egypt,OFFICIAL FRENCH REPORT ARRAIGNS GREAT BRITAIN.; Secretary of Chamber of Deputies Says She Violates Law of Nations in Egypt -- Denounces Boer War.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9D0CEEDE153DE433A25751C1A9679D946097D6CF,egypt,EGYPTIAN COTTON PRODUCTION.; Steady Increase in Output During the Last Fifteen Years.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9C06E0DE103DEE32A25757C0A9659C946097D6CF,egypt,"CONEY ISLAND TRANSPLANTED.; ""Oriental Palaces"" and ""Little Egypts"" Reaping a Harvest."
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9E02E0DB1231E733A2575AC0A96E9C946797D6CF,carey,MAYOR DUNNE QUITS HEARST.; He Joins the Sullivan Faction In Chicago -- Carey Admits Defeat.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9504EED9173EE733A2575AC1A9679D946797D6CF,carey,THE NEW GILLETTE WITNESS.; It Was Mrs. P.C. Carey of East Orange Who Heard a Woman Scream.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9C03EEDC103EE733A2575AC2A9679C946797D6CF,carey,CARTER H. HARRISON HURT.; He and Alderman Carey Narrowly Escape Death in Auto Accident.
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9C03E0DE1E3BEE33A25757C0A9649D946197D6CF,haig,"JOHN McCULLAGH'S ESTATE.(2); He Will Purchase Haight Property in Orange County This Week -- Price Said to be $13,000."
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9500E0DE1E3BEE33A25757C0A9649D946197D6CF,haig,"JOHN McCULLAGH'S ESTATE.; He Will Purchase Haight Property in Orange County This Week -- Price Said to be $13,000."
1900,1900.0,https://query.nytimes.com/gst/abstract.html?res=9901EEDE1339E733A2575BC0A9659C946197D6CF,haig,"MISSING NEW YORKER FOUND.; A.V.V. Haight Is Supposed to be at a Whitehall, N.Y., Hotel."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9C07EED81431E733A25756C1A9619C946497D6CF,poland,"OFFICERS ARE SLAIN BY A RUSSIAN REGIMENT; Men, It Is Reported, Later Join the Caucasus Rebels. COSSACK MUTINY IN POLAND Zemstvoists Defy the Government and Will Meet at Moscow -- St. Petersburg Bombmakers Captured."
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9E0CE0D7103AE733A25750C0A9669D946497D6CF,poland,PLAGUE VILLAGE BURNED.; Russians Fear for Manchurian Army -Cholera Spreads in Poland.
1900,1905.0,https://query.nytimes.com/gst/abstract.html?res=9B00E3DA1F3DE633A25757C1A9679D946497D6CF,poland,CZAR'S DICTATORS TO RULE PEASANTS; Three Men to be Empowered to Put Down Disorders. RUPTURE WITH THE LIBERALS Indignation at St. Petersburg Over Repression in Poland -- German Intrigues Driving Czar.
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9403E2DE1E3BE631A25755C1A9619C946797D6CF,salvador,"GUATEMALANS DEFEATED WITH A LOSS OF 2,000; Salvadoran Army Victorious -Hondurans Also Successful. PEACE NEGOTIATIONS NOW Salvador and Guatemala Accept the Offer of the Good Offices of the Washington Government."
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9D06E2DC1631E733A25753C2A9669D946797D6CF,salvador,"250 DROWNED ON FLORIDA KEY; Wave Destroys Whole Population of an Island. SALVADOR IS DEVASTATED Damage Incalculable---Loss of Life Great. GREAT HAVOC IN HAVANA Craft Sunk in Harbor, but Our Warships Safe. Hurricane Kills Many on Vessels Off Florida -- Fear for the Fishing Fleet."
1900,1906.0,https://query.nytimes.com/gst/abstract.html?res=9907E5DD1E3BE631A25750C1A96F9C946797D6CF,salvador,MARTIAL LAW IN SALVADOR.; Declared After the Discovery of a Rebel Plot.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9406E6DC163BE733A2575AC2A9619C946097D6CF,koch,NO FAITH IN DR. KOCH'S THEORY; New Jersey State Biologist Advises Caution in the Use of Milk in Spite of the New Discoveries.
1900,1901.0,https://query.nytimes.com/gst/abstract.html?res=9802EEDF153DE433A25750C0A96F9C946097D6CF,koch,SUPPORTS DR. KOCH'S THEORY.; Tuebingen Professor Recalls the Results of Experiments Twenty Years Ago.
