rank,word,overindex,year
17,nominee,1.6573562892900993,1920
18,prohibition,1.6260499439163514,1920
19,oil,1.6024491800174172,1920
20,flier,1.5875482228005997,1920
21,ford,1.5747935195751486,1920
22,attorney general,1.5166495169742522,1920
23,expert,1.5022460746607489,1920
24,airplane,1.4754093106220265,1920
25,presidential,1.44674323185063,1920
26,declares,1.4431733062212624,1920
27,hughes,1.438964707961103,1920
28,associated,1.4374576157470462,1920
29,borah,1.4374258388964016,1920
30,reduction,1.435201577305458,1920
31,subway,1.4278839681896975,1920
32,miner,1.4036701570983083,1920
33,league,1.3939437190178023,1920
34,bandit,1.386760698044587,1920
35,league nation,1.3829966332927512,1920
36,rail,1.3780254016849416,1920
37,share,1.3769748772697066,1920
38,murder,1.3738404343430062,1920
39,flight,1.371176149247514,1920
40,crime,1.3697614141491872,1920
41,queen,1.368756207631954,1920
42,detective,1.3588970481742393,1920
43,prince,1.3484808198806593,1920
44,traffic,1.3411963718376718,1920
45,n j,1.339345066904566,1920
46,radio,1.333438703289428,1920
47,plane,1.3313276449198308,1920
48,candidate,1.3307033677259823,1920
49,year old,1.3305581101122026,1920
0,nra,2.90783139712572,1930
1,seabury,2.8487263792109343,1930
2,wpa,2.7397023044710123,1930
3,landon,2.693147377977432,1930
4,governor lehman,2.564918279364942,1930
5,madrid,2.552481646889279,1930
6,laguardia,2.482298971279885,1930
7,unemployment,2.3878686713340294,1930
8,farley,2.380745634176739,1930
9,president hoover,2.3171387767410785,1930
10,lehman,2.3062211801504455,1930
11,code,2.251273126428094,1930
12,new deal,2.18061985376074,1930
13,utility,2.1067482620431157,1930
14,recovery,2.0940634993069884,1930
15,roosevelt s,2.034851794674132,1930
16,banking,2.0030204189204497,1930
17,beer,1.9952770019899941,1930
18,president roosevelt s,1.9887780789952931,1930
19,repeal,1.9749214194787086,1930
20,gold,1.9727796120537613,1930
21,chancellor,1.890437923905604,1930
22,relief,1.8901295225165997,1930
23,roosevelt,1.887811747733283,1930
24,samuel,1.8820359775771345,1930
25,rebel,1.813272674674151,1930
26,economy,1.787511411771621,1930
27,hitler,1.7582611912446229,1930
28,stimson,1.7547540640352666,1930
29,president roosevelt,1.6988811766896141,1930
30,credit,1.6806714732585508,1930
31,levy,1.6768736632366805,1930
32,spain,1.6747329764404824,1930
33,reich,1.672814094488632,1930
34,fair,1.6638876919453018,1930
35,bank,1.6584005550757797,1930
36,mussolini,1.6306471584912454,1930
37,hoover,1.6210952281346451,1930
38,bonus,1.620849584694,1930
39,tammany,1.5993191246207956,1930
40,geneva,1.5951383016513083,1930
41,banker,1.5740288151429378,1930
42,lindbergh,1.5666657954004575,1930
43,walker,1.5629614276816328,1930
44,debt,1.5487999679383673,1930
45,budget,1.5457378092545806,1930
46,payment,1.5416103581334175,1930
47,wet,1.5312930658346842,1930
48,deal,1.521936541150228,1930
49,legislative,1.5202574046109638,1930
0,opa,3.0090792192027496,1940
1,cio,2.968083589513339,1940
2,willkie,2.951489186299348,1940
3,red army,2.8778987032750645,1940
4,axis,2.816874017124505,1940
5,byrnes,2.658545121677822,1940
6,palestine,2.612821873464116,1940
7,sunk,2.6121982670297252,1940
8,mayor o dwyer,2.53657917651802,1940
9,meat,2.514887376632955,1940
10,burma,2.4549030786710633,1940
11,bomber,2.432778959384679,1940
12,marshall,2.3602734563230743,1940
13,o dwyer,2.282227588971172,1940
14,dwyer,2.268513753656387,1940
15,bombed,2.239409976740005,1940
16,mayor o,2.2316973599602394,1940
17,destroyer,2.223397700326123,1940
18,r f,2.220806577396488,1940
19,nazi,2.217048291609874,1940
20,allied,2.2006540627760955,1940
21,greek,2.184716891441996,1940
22,offensive,2.1815338690540265,1940
23,invasion,2.167999784668648,1940
24,communique,2.1544104163209394,1940
25,captured,2.1026405408256252,1940
26,enemy,2.089501455849928,1940
27,fighter,2.0887658463150616,1940
28,tank,2.04617386905787,1940
29,wallace,2.038193990465509,1940
30,russian,2.030670582446465,1940
31,blow,2.023613522285681,1940
32,ton,2.0223811496502195,1940
33,carrier,2.0013712426436023,1940
34,greece,1.9894421844155756,1940
35,assault,1.964690899135816,1940
36,sector,1.951319138340869,1940
37,food,1.9314613185160987,1940
38,pacific,1.9209184734659512,1940
39,shortage,1.9100842368807578,1940
40,german,1.9012676977976752,1940
41,wa learned,1.9012303024492925,1940
42,base,1.8998000155136001,1940
43,japanese,1.8931259614678362,1940
44,president truman,1.892219848262795,1940
45,marshal,1.891235535179266,1940
46,production,1.8803117975346022,1940
47,yugoslav,1.8656291159057048,1940
48,russia,1.863706951373188,1940
49,warship,1.8488834328814616,1940
0,impellitteri,2.698285830756436,1950
1,korean war,2.6894381009071613,1950
2,dulles,2.5933913860834785,1950
3,korean,2.5653889577327487,1950
4,president eisenhower,2.506377796551095,1950
5,korea,2.450447702634845,1950
6,formosa,2.4451322248094916,1950
7,eisenhower s,2.4233805642975197,1950
8,stevenson,2.3596730164743835,1950
9,harriman,2.3498014536920864,1950
10,peiping,2.340687192291489,1950
11,eisenhower,2.3336677638438017,1950
12,suez,2.310289471296968,1950
13,mccarthy,2.102481448814461,1950
14,teamster,2.081226034682908,1950
15,armistice,2.051665920386987,1950
16,adenauer,1.9680748290044234,1950
17,house representative,1.9455654260684507,1950
18,canal,1.9375699867632457,1950
19,pier,1.9335478360358067,1950
20,egypt,1.9005562753768057,1950
21,acheson,1.8735015397713328,1950
22,jordan,1.8102032376086234,1950
23,d eisenhower,1.7897134209221148,1950
24,dwight d eisenhower,1.7893828573422623,1950
25,dwight d,1.7853975948537497,1950
26,o p,1.7769985969085207,1950
27,dwight,1.7669389486037155,1950
28,g o p,1.7558099400562464,1950
29,g o,1.754600726669851,1950
30,nationalist,1.7513271614059853,1950
31,geneva,1.732809756085635,1950
32,nato,1.6777143385906375,1950
33,truce,1.6674241171687578,1950
34,subcommittee,1.658843963080595,1950
35,bonn,1.6452415074896167,1950
36,communist china,1.6450233352240033,1950
37,wilson,1.6344716205758831,1950
38,washington june,1.6288553128078147,1950
39,prisoner,1.6250743515327097,1950
40,satellite,1.613576673430629,1950
41,cairo,1.5949996680163627,1950
42,iran,1.569484836531774,1950
43,atomic,1.555167374712577,1950
44,asia,1.5535840322302488,1950
45,energy,1.5514998556044752,1950
46,taft,1.5416605462285637,1950
47,g,1.5212569968754373,1950
48,tito,1.5204067710744993,1950
49,rebel,1.5019699447807386,1950
0,katanga,2.909734126534164,1960
1,president johnson,2.897434998111562,1960
2,congo,2.879623433253299,1960
3,president kennedy,2.858397707701063,1960
4,rusk,2.857667895463884,1960
5,kennedy s,2.8042805728043714,1960
6,johnson s,2.7629497016246907,1960
7,f kennedy,2.6814830140128594,1960
8,thant,2.678273358507685,1960
9,kennedy,2.6173573274771385,1960
10,johnson,2.603013442523499,1960
11,john f,2.5449614669697125,1960
12,vietcong,2.4703625609697553,1960
13,dominican,2.4613775811443253,1960
14,negro,2.1764538768647324,1960
15,lindsay,2.162873336451137,1960
16,cuba,2.146118408785295,1960
17,saigon south vietnam,2.133327041052932,1960
18,saigon south,2.1248467111295897,1960
19,vietnam,2.0822949001071844,1960
20,north vietnam,2.0729780133409736,1960
21,gaulle,2.0711136107776587,1960
22,latin,2.065648024502531,1960
23,south vietnam,2.0404078202274354,1960
24,astronaut,2.040158410558437,1960
25,mayor lindsay,2.023943693684972,1960
26,castro,2.0208974144596623,1960
27,governor rockefeller,1.996341256172171,1960
28,cuban,1.978021383610022,1960
29,hanoi,1.9682376105880897,1960
30,humphrey,1.9648770272737222,1960
31,saigon,1.8959794512762713,1960
32,rockefeller,1.7910909594700208,1960
33,racial,1.6926183110560953,1960
34,harlem,1.6872813815984615,1960
35,mayor wagner,1.6768892086422478,1960
36,space,1.6725503776590604,1960
37,north vietnamese,1.666704408081205,1960
38,berlin,1.666410064066514,1960
39,lao,1.660895587567316,1960
40,wagner,1.64757525715543,1960
41,student,1.647327277736834,1960
42,moon,1.6391179906758448,1960
43,demonstration,1.637250988903057,1960
44,algerian,1.6294828040506526,1960
45,pope,1.6140992803009693,1960
46,peking,1.6132733165459048,1960
47,bombing,1.605629192069838,1960
48,catholic,1.5849151806531057,1960
49,marine,1.5706022077531177,1960
0,president ford,3.604673543043944,1970
1,kissinger,3.4974857783457076,1970
2,mcgovern,3.4932779709935033,1970
3,watergate,3.474262101198659,1970
4,beame,3.0314086957921766,1970
5,sadat,3.0264034404222944,1970
6,ford,2.9239095379122113,1970
7,cambodian,2.8373964559085674,1970
8,cambodia,2.817265060176843,1970
9,president nixon s,2.686126215926028,1970
10,nixon s,2.4451505546002528,1970
11,egypt,2.4061258888448465,1970
12,president nixon,2.359435189664754,1970
13,washington june,2.333060488608436,1970
14,carey,2.319243717525307,1970
15,beirut,2.2152651450341483,1970
16,nixon administration,2.2138617781517755,1970
17,freeze,2.172427121918,1970
18,governor carey,2.162612234767381,1970
19,palestinian,2.144908701856761,1970
20,carter,2.0727886459204616,1970
21,rhodesia,2.0705933016773255,1970
22,nixon,2.057449502340752,1970
23,pakistan,2.033246040136827,1970
24,washington march,1.965874593965626,1970
25,washington july,1.9168434707243576,1970
26,prosecutor,1.906611900465748,1970
27,washington sept,1.9026759645807334,1970
28,lebanon,1.8994970170618226,1970
29,cairo,1.8847002246411688,1970
30,mideast,1.8819075388469346,1970
31,washington feb,1.873805453684642,1970
32,black,1.856970465564346,1970
33,veto,1.8480101188095368,1970
34,washington jan,1.818471690955166,1970
35,south vietnamese,1.817409334070748,1970
36,carter s,1.7969358642326432,1970
37,29,1.7865964746587049,1970
38,intelligence,1.7719896974724412,1970
39,washington dec,1.75711373458008,1970
40,feb,1.7436111370706722,1970
41,energy,1.7246237070350143,1970
42,welfare,1.7088486428399514,1970
43,washington april,1.7004246093851447,1970
44,indicted,1.6994915847730057,1970
45,unemployment,1.6993040762981717,1970
46,washington nov,1.6949218781538886,1970
47,middle east,1.6783751474172934,1970
48,washington oct,1.6775607975155868,1970
49,drug,1.6760145635250054,1970
0,quotation day,3.9555139064180285,1980
1,main correction,3.9445568041841828,1980
2,news summary,3.943948076282303,1980
3,reagan administration,3.941731627998453,1980
4,president reagan,3.9269395025532954,1980
5,mr reagan,3.9080856821204497,1980
6,-,3.840861329420404,1980
7,haig,3.7815620520248827,1980
8,quotation,3.7748968330656063,1980
9,reagan s,3.6910464068610094,1980
10,reagan,3.609290100962144,1980
11,summary,3.5278907813998632,1980
12,1981,3.468240454178126,1980
13,1982,3.3982887330932656,1980
14,poland,3.388464710043416,1980
15,polish,3.3618533032625404,1980
16,salvador,3.297704153928378,1980
17,iranian,3.2044669621614412,1980
18,ronald reagan,3.1044790962493014,1980
19,a1,3.0728935194349476,1980
20,column,2.881965705645446,1980
21,correction,2.781502929627288,1980
22,iran,2.7014930994926347,1980
23,ronald,2.69917202050858,1980
24,1980,2.6762325209708546,1980
25,a3,2.553633242525756,1980
26,lead,2.539483909945923,1980
27,koch,2.513987433387529,1980
28,hostage,2.5129864756271827,1980
29,page a1,2.488624504895373,1980
30,d1,2.395524905474166,1980
31,recession,2.358887199400334,1980
32,president carter,2.332489772826356,1980
33,saudi,2.112167619931957,1980
34,economist,2.0752696222041487,1980
35,oil,1.9848378786818088,1980
36,metropolitan,1.8766128131943909,1980
37,secretary state,1.8616860618239053,1980
38,increased,1.8574451641664167,1980
39,steel,1.8412852247838578,1980
40,loan,1.7963687443441774,1980
41,statement,1.773269059862226,1980
42,saving,1.7464679539077208,1980
43,carter,1.7080437568328959,1980
44,jr,1.7018508332698168,1980
45,according,1.6962536014416842,1980
46,period,1.6936592693226364,1980
47,decline,1.6860048155599456,1980
48,percent,1.6802577382756019,1980
49,western,1.658551588048824,1980
0,new jersey daily,3.8584491283614764,1990
1,jersey daily briefing,3.8584491283614764,1990
2,jersey daily,3.8584491283614764,1990
3,daily briefing,3.8537278691037677,1990
4,kicker new jersey,3.6857632932459974,1990
5,dole,3.4057582766787156,1990
6,whitman,3.284781031083063,1990
7,president clinton,3.132666280169477,1990
8,kicker new,3.052447590641671,1990
9,daily,3.033207272317439,1990
10,mr clinton,2.6651767919608305,1990
11,clinton,2.5089790902441793,1990
12,new jersey,2.4355927776047777,1990
13,1996,2.359250192227131,1990
14,welfare,2.31098375987236,1990
15,giuliani,2.2813028997996345,1990
16,w giuliani,2.2751133577587375,1990
17,rudolph w giuliani,2.2751133577587375,1990
18,rudolph w,2.271074833642656,1990
19,rudolph,2.2275295184688,1990
20,jersey,2.2052807894623037,1990
21,dow,1.9331941620494224,1990
22,pataki,1.7432637188939144,1990
23,briefing,1.7221032233942852,1990
24,said yesterday,1.64906436982327,1990
25,computer,1.6309586974942125,1990
26,prosecutor,1.60917839138586,1990
27,main inside,1.577016163013187,1990
28,main business digest,1.5564896383896558,1990
29,main business,1.5450923427775978,1990
30,digest,1.4949832962981322,1990
31,microsoft,1.4922418381120945,1990
32,hospital,1.4915601893665957,1990
33,main new,1.4910945188649116,1990
34,yesterday,1.4825151103801006,1990
35,county,1.475704051529237,1990
36,teacher,1.4702021678756658,1990
37,police,1.466107753930639,1990
38,association,1.4447478284413808,1990
39,jones,1.4416376989635258,1990
40,jury,1.4413232242835212,1990
41,care,1.4361087413040194,1990
42,w,1.4299954006427404,1990
43,business digest,1.4279670091255534,1990
44,merger,1.4210805941509899,1990
45,republican,1.4189837260888567,1990
46,corporation,1.417815192441163,1990
47,inside,1.4136605363672756,1990
48,charged,1.3938982547901695,1990
49,average,1.392474297268514,1990
0,nyt main world,1.7332260458196191,2000
1,nyt main,1.733226045819619,2000
2,world business briefing,1.7332260458196187,2000
3,business briefing,1.7332260458196187,2000
4,business briefing europe,1.7332260458196185,2000
5,main world business,1.7332260458196185,2000
6,briefing europe,1.7332260458196183,2000
7,nyt,1.7317896706435252,2000
8,president bush,1.7297316384691757,2000
9,world business,1.729727229678676,2000
10,enron,1.7018180392668552,2000
11,sept 11,1.6588542322365682,2000
12,main world,1.6362171253446403,2000
13,bush,1.629592791459096,2000
14,sept,1.5245670772024975,2000
15,iraqi,1.5154009462018172,2000
16,bloomberg,1.478486771073796,2000
17,iraq,1.471078129198693,2000
18,terrorist,1.4430990772802477,2000
19,2000,1.3889177706500584,2000
20,11,1.3261018328861263,2000
21,asia,1.324318119115204,2000
22,-,1.3062257206529546,2000
23,euro,1.3022047208348617,2000
24,chief executive,1.298261896600923,2000
25,sport time,1.281763343857782,2000
26,kicker pro,1.2700759070857006,2000
27,mets,1.2647778000586694,2000
28,kicker baseball,1.2424542857867376,2000
29,profit,1.2377151682244794,2000
30,quarter,1.2230535441066226,2000
31,pro,1.2228821246933401,2000
32,page,1.2221306189778953,2000
33,percent,1.220932536937409,2000
34,unit,1.2156325143282807,2000
35,net,1.2134763851317343,2000
36,executive,1.2122520909510104,2000
37,oil,1.204107844310407,2000
38,airline,1.1992737676453595,2000
39,9,1.1983689674599365,2000
40,company s,1.19477630866323,2000
41,energy,1.1922862497454678,2000
42,rose,1.1866571608669092,2000
43,baseball,1.1848743909052586,2000
44,thursday,1.1834715330163945,2000
45,earlier,1.1809032266929398,2000
46,loss,1.1791569637049046,2000
47,attack,1.1750725710587202,2000
48,football,1.1747077696167034,2000
49,stadium,1.1746068856156362,2000
0,kicker content kicker,4.165647333219297,2010
1,seo sub,4.165647333219297,2010
2,seo sub main,4.165647333219297,2010
3,kicker content,4.165647333219297,2010
4,kicker common sense,4.165647333219297,2010
5,kicker common,4.165647333219297,2010
6,sub main,4.163696514924003,2010
7,content kicker print,4.162350421993955,2010
8,8221,4.15082296548542,2010
9,8220,4.150796540587499,2010
10,main review,4.146967300334906,2010
11,kicker print headline,4.1353052594868185,2010
12,kicker print,4.1353052594868185,2010
13,op-ed,4.074381194463319,2010
14,main trump,4.072948644302039,2010
15,trump s,4.039720872118351,2010
16,common sense,3.987775339652081,2010
17,trump,3.8930528640071755,2010
18,8216,3.8859214687381467,2010
19,facebook,3.8497134062616536,2010
20,s notebook print,3.8434265290469334,2010
21,notebook print,3.794312818930981,2010
22,notebook print headline,3.794312818930981,2010
23,romney,3.757721039067638,2010
24,content kicker critic,3.705473061341507,2010
25,8217 s,3.66616584251739,2010
26,8217,3.6236680761631095,2010
27,kicker big city,3.536870377261667,2010
28,notebook kicker,3.5190393889583915,2010
29,greece,3.514576548866643,2010
30,kicker big,3.5013722955145736,2010
31,kicker dealbook,3.484683793379209,2010
32,dealbook,3.4549402438238945,2010
33,president obama,3.4446041935070144,2010
34,syria,3.2626049043395895,2010
35,2010,3.2367820591909178,2010
36,kicker economic scene,3.225467711643545,2010
37,kicker economic,3.2046697472022436,2010
38,economic scene,3.157685558800067,2010
39,book time print,3.1559960534181513,2010
40,news analysis print,3.155112939715963,2010
41,analysis print,3.143592597187797,2010
42,analysis print headline,3.143592597187797,2010
43,kicker money,3.082504838740192,2010
44,kicker fair game,3.0784255952236452,2010
45,fair game,3.076049305550038,2010
46,review print headline,3.0753402870178084,2010
47,review print,3.0753402870178084,2010
48,content kicker book,3.070910195197057,2010
49,kicker fair,3.06643562211664,2010
50,kicker critic s,3.057257960265386,2010
51,seo,3.0349777294979434,2010
52,tech,3.0200036802190375,2010
53,s notebook,2.9798220327110307,2010
54,critic s notebook,2.9535731709320454,2010
55,kicker critic,2.9531771512621305,2010
56,content kicker news,2.9189215280277736,2010
57,critic s,2.9148393238061234,2010
58,kicker book time,2.870878227469218,2010
59,kicker book,2.861340741437244,2010
60,book time,2.849074849934004,2010
61,notebook,2.8435552499423,2010
62,headline u s,2.7970858046087232,2010
63,print headline u,2.790417638079753,2010
64,headline u,2.78818886999822,2010
65,kicker news analysis,2.7542835342022207,2010
66,kicker news,2.7542835342022207,2010
67,content kicker,2.7397711507273668,2010
68,content,2.7174060632218477,2010
69,obama,2.7053323273230236,2010
70,amazon,2.6889846024063297,2010
71,print headline,2.6023628093953675,2010
72,headline,2.5950680821536367,2010
73,obama s,2.594394391741843,2010
74,o p,2.5931547211639785,2010
75,g o p,2.5928108265812417,2010
76,print,2.592514788255556,2010
77,g o,2.586660061124294,2010
78,big city,2.5628246537369477,2010
79,content kicker theater,2.496853523258219,2010
80,state art,2.483864248379209,2010
81,donald,2.4779016998767034,2010
82,apple,2.472991301766654,2010
83,kicker state art,2.4586602879748694,2010
84,kicker state,2.4566638118985598,2010
85,google,2.4434617548611857,2010
86,print headline new,2.426735222711742,2010
87,headline new,2.41809300325764,2010
88,critic,2.398243374578672,2010
89,sub,2.341592755377293,2010
90,opinion,2.288488481086364,2010
91,time print headline,2.2869853389661703,2010
92,time print,2.28595748038686,2010
93,news analysis,2.280082732528111,2010
94,kicker movie,2.2762533935253044,2010
95,kicker movie review,2.271541687940032,2010
96,movie review,2.268116052107047,2010
97,common,2.257646553579108,2010
98,kicker music review,2.2243747895831194,2010
99,- review main,2.218071956649236,2010
100,music review,2.196601102132361,2010
101,fair,2.1702664406757086,2010
102,aim,2.1535200312726395,2010
103,fed,2.1248030583397655,2010
104,analysis,2.038851316153428,2010
105,review,2.037145188955727,2010
106,review main,2.028915289356222,2010
107,kicker theater review,2.0202789822565,2010
108,theater review,2.0098314761742655,2010
109,- review,1.992763343345127,2010
110,child s,1.987079700020961,2010
111,crisis,1.961613517892134,2010
112,kicker theater,1.9457098829143424,2010
113,kicker,1.9360138961447846,2010
114,data,1.9109566810479046,2010
115,comedy,1.8891075505370858,2010
116,book,1.870697981734224,2010
117,sense,1.8590809675224895,2010
118,push,1.854899012701297,2010
119,debt,1.832288960287942,2010
120,scene,1.8308628210850075,2010
121,u s,1.812030372065722,2010
122,china s,1.8074089668926703,2010
123,social,1.8035178109340253,2010
124,china,1.7925915164153094,2010
125,kicker music,1.7881014221540987,2010
126,retailer,1.7834575738553564,2010
127,path,1.7705230696091463,2010
128,iran,1.7459423224359296,2010
129,tv,1.7328823720581081,2010
130,shift,1.7098467360938414,2010
131,gay,1.6964836418494043,2010
132,health care,1.6712929481919112,2010
133,novel,1.667122727447018,2010
134,fashion,1.664779129616948,2010
135,risk,1.6525963077007473,2010
136,fight,1.6506019210771012,2010
137,chinese,1.6470154537592603,2010
138,gun,1.623015025360738,2010
139,online,1.6122899346346822,2010
140,ballet,1.605707018774992,2010
141,u,1.5988262011178878,2010
142,afghan,1.589303199421017,2010
143,o,1.574608446608569,2010
144,fear,1.5614370886282793,2010
145,mortgage,1.55653992980406,2010
146,s new,1.5534102931570288,2010
147,act,1.5518067417066936,2010
148,video,1.5514825870620528,2010
149,russia,1.543292377644421,2010
150,amid,1.5423441075527144,2010
151,digital,1.5331010699723193,2010
152,secret,1.5279401415283136,2010
153,economic,1.5256513746867904,2010
154,p,1.524157071026593,2010
155,wheel,1.5221151650110543,2010
156,la,1.5024083591303425,2010
157,musical,1.4983520061826685,2010
158,web,1.4905632783649059,2010
159,global,1.4900200076515178,2010
160,health,1.488269443398718,2010
161,f,1.4872393784716833,2010
162,scandal,1.484760969620736,2010
163,care,1.482411928078599,2010
164,era,1.4823816300482808,2010
165,ad,1.4790504497836368,2010
166,focus,1.4790142695995059,2010
167,main u s,1.4773727487266,2010
168,g,1.4724880429924767,2010
169,seek,1.468081031989023,2010
170,challenge,1.4670107003179775,2010
171,festival,1.4658216099587422,2010
172,safety,1.4568507159961541,2010
173,star,1.4558840853542714,2010
174,main u,1.4552627898624417,2010
175,finance,1.4386513985860458,2010
176,art,1.43519253232599,2010
177,medium,1.4316942566021733,2010
178,limit,1.4287781040107306,2010
179,inquiry,1.4274159484936553,2010
180,culture,1.4242924010055908,2010
181,rise,1.4173991600619358,2010
182,add,1.4163664555353317,2010
183,theater,1.4154947648773404,2010
184,rule,1.4141160470865082,2010
185,test,1.4105397078547999,2010
186,low,1.3880251302764677,2010
187,success,1.3848911840154774,2010
188,big,1.3768346922507728,2010
189,russian,1.375371072556421,2010
190,museum,1.369967936758444,2010
191,main,1.3651353002001765,2010
192,broadway,1.3635105931940859,2010
193,race,1.3634289652883917,2010
194,met,1.358281010559244,2010
195,claim,1.3566039628122148,2010
196,opera,1.3411289303161789,2010
197,gain,1.3374215730811843,2010
198,struggle,1.337217627790565,2010
199,role,1.3356589023027696,2010
200,artist,1.3290470065654654,2010
201,india,1.3290291003434331,2010
202,voter,1.3279046468846651,2010
203,c,1.3232278626169298,2010
204,writer,1.32232599962192,2010
205,regulator,1.3218533438575288,2010
206,battle,1.3195255169742777,2010
207,debate,1.3155999729913601,2010
208,story,1.3155839507778568,2010
209,v,1.3146842516511874,2010
210,main new,1.3141945457704751,2010
211,money,1.312835033255015,2010
212,try,1.3098475237465406,2010
213,tax,1.304593378329898,2010
214,hope,1.302577027882108,2010
215,face,1.2995891401686945,2010
216,reality,1.2985574439923036,2010
217,tie,1.2967442111674394,2010
218,love,1.2936792960308376,2010
219,policy,1.2907469562931677,2010
220,win,1.2902965732230338,2010
221,deal,1.2880161646799928,2010
222,hollywood,1.2876333983088168,2010
223,london,1.283917466910605,2010
224,news,1.2833247356425965,2010
225,return,1.282758403645974,2010
226,raise,1.2813034480227379,2010
227,study,1.2697115161583894,2010
228,future,1.266073472158044,2010
229,law,1.2613030307969522,2010
230,age,1.2559115840452206,2010
231,turn,1.2484230782860795,2010
232,rising,1.2412886234604659,2010
233,change,1.238685374080549,2010
234,dance,1.2285343537697548,2010
235,music,1.2279386383863837,2010
236,title,1.225396047245794,2010
237,justice,1.2247563891505555,2010
238,republican,1.2233061740175308,2010
239,power,1.2187849479560275,2010
240,life,1.2180891175978308,2010
241,help,1.2158277185326145,2010
242,seeking,1.2135422671567773,2010
243,finding,1.208727269035395,2010
244,using,1.2082351506778246,2010
245,n,1.2052009058690383,2010
246,stage,1.1970968544695393,2010
247,movie,1.1962642171447018,2010
248,film,1.1938135650079693,2010
249,search,1.191088432828392,2010
250,growth,1.1903833826505295,2010
