,_id,year,para,term
4585,4fc0be3d45c1498b0d446711,1932,"Although President Hoover today put a ban on discussion of his candidacy for renomination with his callers, his friends went ahead with plans to elect Hoover delegates to the Republican National Convention and to enter him as a candidate in States having preferential primaries, whereever this course seemed to be advisable. CENTRING ON RELIEF, PRESIDENT REFUSES TO TALK CANDIDACY; Ban on Politics at White House Follows Enthusiasm of Party Chiefs Calling Earlier in Day. BURKE REVEALS DECISION After a Second Visit to Hoover, He Obeys New Order, but Says Primary Drive Will Go On. OKLAHOMA IS PROMISED Hurley Forecasts Pledged Delega tion -- Mrs. Carter Tells the Presi- dent Kansas Is for Him.",president hoover
19517,4fc1daf645c1498b0d4d72a6,1934,"Enactment of a universal draft law became one of the major objectives of the New York State Department of the American Legion after addresses here today before the annual convention by Senator Royal S. Copeland and Edward H. Hayes, National Commander. UNIVERSAL DRAFT SOUGHT BY LEGION; State Convention Starts Drive After Senator Copeland Attacks Veterans Bureau. JUDICIAL RECOURSE URGED Governor Lehman After Short Talk Is Applauded for Signing Armistice Day Bill. UNIVERSAL DRAFT SOUGHT BY LEGION",lehman
23789,4fc1e2ce45c1498b0d4fdbec,1934,"Approval of the Kleinfeld bill establishing a permanent liquor-control system for the State and permitting drinking of hard liquor at bars was announced today by Governor Lehman, who signed the important measure without a memorandum. LEHMAN LEGALIZES BAR DRINKS JULY 1; Bill Setting Up Permanent Liquor Control Receives Governor's Signature.  SALOON' BANNED AS SUCH ABC Board, to Become New Authority, Can Anticipate Change by Altering Rules. LEHMAN APPROVES STATE LIQUOR LAW",lehman
19820,4fc1db6145c1498b0d4d9868,1934,"Liquidation of most of the mortgage guarantee companies as soon as possible and transfer of the mortgage guarantee business to the jurisdiction of the State Banking Department are among the outstanding recommendations made to Governor Lehman by George W. Alger. Moreland Act Commissioner, and his counsel, Alfred A. Cook, in their final report on the mortgage investigation. EARLY LIQUIDATION OF TITLE CONCERNS SOUGHT BY ALGER; Final Report to Lehman Says Jurisdiction Should Be Given to Banking Bureau. CHANGE IN LAW NECESSARY No Cause Found for Removal of Van Schaick -- Charges of Graft Disproved. ALGER SUBMITS HIS FINAL REPORT",lehman
29394,4fc1ed5245c1498b0d530644,1936,The Federal Communications Commission directed a study today of the anti-New Deal speech broadcast by Governor Eugene Talmadge on Wednesday to determine whether it violated provisions of the Communications Law. Baltimore Women Charge Misuse of Radio,new deal
28757,4fc1ebe845c1498b0d52a5e2,1936,"Mayor La Guardia recommended City Chamberlain A.A. Berle Jr. yesterday for the consideration of ""independent groups, Republicans and all interested in good municipal government"" as his candidate for President of the Board of Aldermen in the Fall election. MAYOR ASKS VOTERS TO NOMINATE BERLE; Rebuffed by Republicans, He Picks New Dealer as His Choice to Head Aldermen. BRUNNER AIDED BY RIFT United Support Is Held Vital to Morris -- Socialists Now Hope for Second Place. MAYOR PIKS BERLE FOR CITY CAMPAIGN",new deal
32111,4fc1f28e45c1498b0d54a1ea,1936,A broader base on which to test the legality of the Wagner Labor Act was provided today when the Supreme Court consented to hear arguments on attacks by the Jones Laughlin Steel interests and two other concerns. GRANT 3 NEW TESTS OF THE WAGNER ACT; High Court Justices Agree to Review Fruehauf and Jones & Laughlin Suits. NEW DEAL CASES HEARD Utilities Demand Quick Trial -- Appeals Court Upholds the NLRB on Plant Elections. GRANT 3 NEW TESTS OF THE WAGNER ACT,new deal
39761,4fc2023a45c1498b0d594f8b,1939,Hitler Reported Ousting Generals Opposing Him,hitler
44365,4fc21d9e45c1498b0d60de84,1939,"LONDON, Aug. 17.--British Government quarters today rejected any suggestion of a four-power conference on Danzig and branded it as nothing hut propaganda in the ""war of nerves."" BRITAIN RULES OUT A 4-POWER PARLEY; Calls Idea Propaganda in 'War of Nerves'--Interests of Poland Held Foremost No Peace Parley Planned REICH SEES REBUFF BY POLES ON TERMS Terms Are Emphasized Hitler Receives Csaky Refugees Held Desperate",hitler
44008,4fc215b045c1498b0d5eb8fe,1939,"LONDON, Sept. 20--Widespread revolt has broken out in Bohemia and Moravia--Czech Provinces which Hitler guaranteed and then seized one snowy day last March-- according to a statement by the British Ministry of Information. 'RIOTING' IN PRAGUE; Wide Sabotage Follows Czech-Nazi Clashes, London Hears 'RUTHLESS' STEPS TAKEN Leaders Said to Be Executed --15,000 Troops Disarmed --Berlin Issues Denial",hitler
34628,4fc1f77145c1498b0d562176,1937,President Roosevelt's proposal to name additional justices of the United States Supreme Court was attacked last night as an outrage and an attempt to tear down the very foundations of American freedom by Senator H. Styles Bridges of New Hampshire. Senator Bridges spoke at the annual Lincoln Day dinner of the National Republican Club at the Waldorf-Astoria. LANDON SEES COURT NON-PARTISAN ISSUE; Attacks by Inference Roosevelt Plan as Involving the Welfare of Nation,president roosevelt s
31009,4fc1f0a345c1498b0d54074a,1937,"Diplomatic circles here were stirred by, the potentialities of President Roosevelt's comments on world affairs. There was considerable speculation in Fascist circles over whether the President, in announcing more active American cooperation in the cause of world peace, was planning an international conference to halt ""international anarchy and instability"" Rome Held Ready to Aid Any U. S. Peace Parley",president roosevelt s
42710,4fc20d5c45c1498b0d5c5881,1937,"John L. Lewis, chairman of the Committee for Industrial Organization, and William S. Knudsen, vice president of General Motors Corporation, comprising a subcommittee designated at today's joint conference of spokesmen for both sides in the automobile strike dispute, sat down tonight with Governor Frank Murphy to formulate a report to go before the full committee tomorrow. PROGRESS IS MADE IN MOTORS PARLEY; EVICTION DEFERRED; Pressure From Roosevelt Is Credited With Averting Complete Collapse MURPHY BLOCKS OUSTERS Halts Arrest of Union Men After Court Issues Eviction Writs at Flint Developments in Auto Strike DETROIT -- President Roosevelt's pleas avert a new deadlock in the auto strike conferences. After all-day sessions a subcommittee is named and begins a study of specific issues pending a new joint meeting today.-Page 1. FLINT--Judge Gadola signs writs for arrest of union leaders and sit-down strikers, but Sheriff, after asking aid of troops, delays action.--Page 2. NEW YORK--Federal Council of Churches of Christ in America condemns sit-down strikers as a ""dangerous weapon."" It also assails General Motors for its speed-up program.--Page. 2. Negotiations Go On Company Reported Wavering WORKING ON TERMS Subcommittee Begins Study of Specific Issues in Strike WILL REPORT THIS MORNING PROGRESS IS MADE IN MOTORS PARLEY Murphy Issues Appeal Admits Roosevelt Aid Warrants Cause Clash Lewis Fought Arrests",president roosevelt s
42864,4fc20d9b45c1498b0d5c7388,1939,"MOSCOW, Feb. 8.--A Soviet suggestion has been made for a pact among the powers bordering the Black Sea, with the object of safeguarding peace in that region. RUSSIA IS SEEKING PACT WITH NATIONS IN BLACK SEA AREA; Suggests Treaty With Turkey, Rumania, Bulgaria and Greece to Thwart Reich BUCHAREST ALSO HAS PLAN Would Form an Eastern Bloc With Poland and Yugoslavia to Forestall Germany",reich
38052,4fc1fe5e45c1498b0d582b3c,1939,"BUCHAREST, Rumania, Dec. 23 --The Rumanian Government, it is learned authoritatively, has decided to refuse any possible offer that may be forthcoming from Russia ... RUMANIA TO RESIST MOSCOW PRESSURE; Bucharest Will Not Negotiate on Return of Bessarabia-- Reich Backing Hinted",reich
40504,4fc2043d45c1498b0d59d822,1939,"WARSAW, April 28.--The memorandum from the Reich government outlining its views in the present state of Polish-German relations was delivered to the Foreign Office here today by the German Charge d'Affaires at the very moment Chancellor Hitler began his speech. POLAND PREPARED; Return of Danzig to the Reich Opposed as Well as a Corridor Road ARMS PLAN TO BE RUSHED Attempts to Exert Pressure Will Be Met by Poles--End of Pact Seen as Warning",reich
